"name","Closing price","Volume","Adjusted closing price","date"
"GLRI",1.66,31077,1.66,2015-04-30
"GLRI",1.74,33316,1.74,2015-05-01
"GLRI",1.59,26531,1.59,2015-05-04
"GLRI",1.63,24214,1.63,2015-05-05
"GLRI",1.63,17716,1.63,2015-05-06
"GLRI",1.73,41093,1.73,2015-05-07
"GLRI",1.79,92596,1.79,2015-05-08
"GLRI",1.86,24599,1.86,2015-05-11
"GLRI",1.87,30279,1.87,2015-05-12
"GLRI",1.8,20443,1.8,2015-05-13
"GLRI",1.84,21608,1.84,2015-05-14
"GLRI",2.17,112684,2.17,2015-05-15
"GLRI",2.23,129731,2.23,2015-05-18
"GLRI",2.03,67993,2.03,2015-05-19
"GLRI",2,26804,2,2015-05-20
"GLRI",2.01,19097,2.01,2015-05-21
"GLRI",2.13,60107,2.13,2015-05-22
"GLT",25.48,93235,25.48,2015-04-23
"GLT",25.46,87510,25.46,2015-04-24
"GLT",25.42,119380,25.42,2015-04-27
"GLT",25.59,157977,25.59,2015-04-28
"GLT",25.32,70298,25.32,2015-04-29
"GLT",24.8,191786,24.8,2015-04-30
"GLT",24.87,114203,24.87,2015-05-01
"GLT",25.12,138702,25.12,2015-05-04
"GLT",24.54,206213,24.54,2015-05-05
"GLT",24.72,143599,24.72,2015-05-06
"GLT",24.6,111878,24.6,2015-05-07
"GLT",24.71,108176,24.71,2015-05-08
"GLT",24.63,79535,24.63,2015-05-11
"GLT",24.46,103205,24.46,2015-05-12
"GLT",24.38,63755,24.38,2015-05-13
"GLT",24.83,120376,24.83,2015-05-14
"GLT",24.5,75671,24.5,2015-05-15
"GLT",24.61,137496,24.61,2015-05-18
"GLT",24.48,133684,24.48,2015-05-19
"GLT",24.46,124120,24.46,2015-05-20
"GLT",23.97,114998,23.97,2015-05-21
"GLT",23.68,107354,23.68,2015-05-22
"GLUU",5.36,4357611,5.36,2015-04-23
"GLUU",5.45,3249259,5.45,2015-04-24
"GLUU",5.42,3097119,5.42,2015-04-27
"GLUU",5.11,6851325,5.11,2015-04-28
"GLUU",5.4,6851110,5.4,2015-04-29
"GLUU",6.76,40069391,6.76,2015-04-30
"GLUU",6.895,14617246,6.895,2015-05-01
"GLUU",6.99,11278266,6.99,2015-05-04
"GLUU",6.695,9747539,6.695,2015-05-05
"GLUU",6.595,3774101,6.595,2015-05-06
"GLUU",6.7,2949708,6.7,2015-05-07
"GLUU",6.65,4028083,6.65,2015-05-08
"GLUU",6.72,5493558,6.72,2015-05-11
"GLUU",6.59,3826290,6.59,2015-05-12
"GLUU",6.55,3725720,6.55,2015-05-13
"GLUU",6.47,2981712,6.47,2015-05-14
"GLUU",6.7,5717485,6.7,2015-05-15
"GLUU",6.59,3143636,6.59,2015-05-18
"GLUU",6.625,3526701,6.625,2015-05-19
"GLUU",6.52,2325037,6.52,2015-05-20
"GLUU",6.44,1860696,6.44,2015-05-21
"GLUU",6.55,2602727,6.55,2015-05-22
"GLW",22.79,10735493,22.79,2015-04-23
"GLW",22.52,7282117,22.52,2015-04-24
"GLW",22.38,12903973,22.38,2015-04-27
"GLW",22.07,16583226,22.07,2015-04-28
"GLW",21.36,22206143,21.36,2015-04-29
"GLW",20.93,14551879,20.93,2015-04-30
"GLW",21.44,10765170,21.44,2015-05-01
"GLW",21.44,6281683,21.44,2015-05-04
"GLW",20.8,11100445,20.8,2015-05-05
"GLW",21.06,13314088,21.06,2015-05-06
"GLW",21.04,11614411,21.04,2015-05-07
"GLW",21.15,8717329,21.15,2015-05-08
"GLW",21.31,8352593,21.31,2015-05-11
"GLW",20.99,5946858,20.99,2015-05-12
"GLW",21.08,10905356,21.08,2015-05-13
"GLW",21.37,5990809,21.37,2015-05-14
"GLW",21.29,5928652,21.29,2015-05-15
"GLW",21.35,7833096,21.35,2015-05-18
"GLW",21.49,9447162,21.49,2015-05-19
"GLW",21.59,8391196,21.59,2015-05-20
"GLW",21.82,9705625,21.82,2015-05-21
"GLW",21.5,7724845,21.5,2015-05-22
"GM",35.92,41678117,35.92,2015-04-23
"GM",35.59,21124592,35.59,2015-04-24
"GM",35.78,15479696,35.78,2015-04-27
"GM",35.72,14824861,35.72,2015-04-28
"GM",35.51,11869070,35.51,2015-04-29
"GM",35.06,15646316,35.06,2015-04-30
"GM",35.42,15280915,35.42,2015-05-01
"GM",35.4,12020149,35.4,2015-05-04
"GM",35.01,11067961,35.01,2015-05-05
"GM",34.77,13073844,34.77,2015-05-06
"GM",34.88,14033685,34.88,2015-05-07
"GM",35.32,12787003,35.32,2015-05-08
"GM",35.22,8831172,35.22,2015-05-11
"GM",34.74,14049198,34.74,2015-05-12
"GM",34.8,9196869,34.8,2015-05-13
"GM",34.65,12645063,34.65,2015-05-14
"GM",34.91,9722738,34.91,2015-05-15
"GM",35.05,10257021,35.05,2015-05-18
"GM",35.12,9847599,35.12,2015-05-19
"GM",35.02,12925569,35.02,2015-05-20
"GM",35.58,15961597,35.58,2015-05-21
"GM",35.7,9606506,35.7,2015-05-22
"GMAN",8.44,147587,8.44,2015-04-23
"GMAN",8.49,83125,8.49,2015-04-24
"GMAN",8.35,199557,8.35,2015-04-27
"GMAN",8.3,112845,8.3,2015-04-28
"GMAN",7.51,242662,7.51,2015-04-29
"GMAN",7.28,156599,7.28,2015-04-30
"GMAN",7.61,149910,7.61,2015-05-01
"GMAN",7.32,142823,7.32,2015-05-04
"GMAN",7.29,55191,7.29,2015-05-05
"GMAN",7.42,71034,7.42,2015-05-06
"GMAN",7.27,81154,7.27,2015-05-07
"GMAN",7.33,55308,7.33,2015-05-08
"GMAN",7.37,54695,7.37,2015-05-11
"GMAN",7.33,66129,7.33,2015-05-12
"GMAN",7.34,27099,7.34,2015-05-13
"GMAN",7.21,75314,7.21,2015-05-14
"GMAN",6.78,130943,6.78,2015-05-15
"GMAN",6.34,555983,6.34,2015-05-18
"GMAN",6.66,169686,6.66,2015-05-19
"GMAN",6.75,111314,6.75,2015-05-20
"GMAN",6.58,193690,6.58,2015-05-21
"GMAN",6.47,296705,6.47,2015-05-22
"GMCR",113.55,1030984,113.55,2015-04-23
"GMCR",115.05,816422,115.05,2015-04-24
"GMCR",115.46,920612,115.46,2015-04-27
"GMCR",115.49,830838,115.49,2015-04-28
"GMCR",114.22,1418625,114.22,2015-04-29
"GMCR",116.37,1830017,116.37,2015-04-30
"GMCR",116.23,1027139,116.23,2015-05-01
"GMCR",111.62,3128904,111.62,2015-05-04
"GMCR",110,1795484,110,2015-05-05
"GMCR",108.08,4492643,108.08,2015-05-06
"GMCR",98.16,9193824,98.16,2015-05-07
"GMCR",101.485,3330536,101.485,2015-05-08
"GMCR",100.87,2560744,100.87,2015-05-11
"GMCR",100.26,1725788,100.26,2015-05-12
"GMCR",102.13,2396928,102.13,2015-05-13
"GMCR",103.075,2524723,103.075,2015-05-14
"GMCR",94.26,9911318,94.26,2015-05-15
"GMCR",90.42,6742367,90.42,2015-05-18
"GMCR",89.02,3720168,89.02,2015-05-19
"GMCR",89.53,4214707,89.53,2015-05-20
"GMCR",90.99,2584596,90.99,2015-05-21
"GMCR",90.76,1790940,90.76,2015-05-22
"GME",40.32,863151,40.32,2015-04-23
"GME",40.71,864484,40.71,2015-04-24
"GME",40.28,1047453,40.28,2015-04-27
"GME",40.39,942949,40.39,2015-04-28
"GME",39.33,1246332,39.33,2015-04-29
"GME",38.54,1130379,38.54,2015-04-30
"GME",39.17,766457,39.17,2015-05-01
"GME",40.12,877967,40.12,2015-05-04
"GME",40.02,1096554,40.02,2015-05-05
"GME",39.13,1451877,39.13,2015-05-06
"GME",39.51,1705058,39.51,2015-05-07
"GME",40.19,1056451,40.19,2015-05-08
"GME",39.76,1018921,39.76,2015-05-11
"GME",39.05,1334042,39.05,2015-05-12
"GME",39.2,1566172,39.2,2015-05-13
"GME",39.17,747201,39.17,2015-05-14
"GME",40.06,1386394,40.06,2015-05-15
"GME",40.24,1159738,40.24,2015-05-18
"GME",40.31,1001910,40.31,2015-05-19
"GME",40.14,1006469,40.14,2015-05-20
"GME",40.77,1287007,40.77,2015-05-21
"GME",40.8,1138814,40.8,2015-05-22
"GMED",24.64,1953691,24.64,2015-04-23
"GMED",24.79,404027,24.79,2015-04-24
"GMED",24.94,360072,24.94,2015-04-27
"GMED",25.09,399865,25.09,2015-04-28
"GMED",24.64,417172,24.64,2015-04-29
"GMED",23.89,534463,23.89,2015-04-30
"GMED",23.3,984278,23.3,2015-05-01
"GMED",23.86,572757,23.86,2015-05-04
"GMED",23.51,629328,23.51,2015-05-05
"GMED",25.01,2107016,25.01,2015-05-06
"GMED",24.71,833434,24.71,2015-05-07
"GMED",24.9,798232,24.9,2015-05-08
"GMED",24.72,437081,24.72,2015-05-11
"GMED",24.63,284268,24.63,2015-05-12
"GMED",24.62,454595,24.62,2015-05-13
"GMED",25.17,502078,25.17,2015-05-14
"GMED",25.12,898811,25.12,2015-05-15
"GMED",25.79,434307,25.79,2015-05-18
"GMED",25.8,428378,25.8,2015-05-19
"GMED",25.73,337591,25.73,2015-05-20
"GMED",25.77,264552,25.77,2015-05-21
"GMED",25.51,234230,25.51,2015-05-22
"GMO",0.8408,139252,0.8408,2015-04-23
"GMO",0.805,262359,0.805,2015-04-24
"GMO",0.791,67353,0.791,2015-04-27
"GMO",0.785,141620,0.785,2015-04-28
"GMO",0.815,98780,0.815,2015-04-29
"GMO",0.791,106784,0.791,2015-04-30
"GMO",0.77,129557,0.77,2015-05-01
"GMO",0.789,96281,0.789,2015-05-04
"GMO",0.75,95230,0.75,2015-05-05
"GMO",0.72,128708,0.72,2015-05-06
"GMO",0.7,89428,0.7,2015-05-07
"GMO",0.715,69018,0.715,2015-05-08
"GMO",0.7499,99040,0.7499,2015-05-11
"GMO",0.74,43202,0.74,2015-05-12
"GMO",0.73,22153,0.73,2015-05-13
"GMO",0.74,24931,0.74,2015-05-14
"GMO",0.74,60760,0.74,2015-05-15
"GMO",0.69,424005,0.69,2015-05-18
"GMO",0.668,45565,0.668,2015-05-19
"GMO",0.68,17523,0.68,2015-05-20
"GMO",0.715,104362,0.715,2015-05-21
"GMO",0.71,110032,0.71,2015-05-22
"GMT",55.65,667715,55.65,2015-04-23
"GMT",55.8,604779,55.8,2015-04-24
"GMT",54.29,765469,54.29,2015-04-27
"GMT",54.85,404018,54.85,2015-04-28
"GMT",54.86,335521,54.86,2015-04-29
"GMT",54.4,347980,54.4,2015-04-30
"GMT",55.42,538589,55.42,2015-05-01
"GMT",56.08,330098,56.08,2015-05-04
"GMT",55.52,241384,55.52,2015-05-05
"GMT",55.85,308644,55.85,2015-05-06
"GMT",55.81,183247,55.81,2015-05-07
"GMT",55.97,169933,55.97,2015-05-08
"GMT",56.23,213401,56.23,2015-05-11
"GMT",55.47,144310,55.47,2015-05-12
"GMT",55.77,172057,55.77,2015-05-13
"GMT",55.82,170296,55.82,2015-05-14
"GMT",55.7,166608,55.7,2015-05-15
"GMT",55.88,216437,55.88,2015-05-18
"GMT",55.3,172861,55.3,2015-05-19
"GMT",55.33,152845,55.33,2015-05-20
"GMT",55.39,143549,55.39,2015-05-21
"GMT",55.11,184884,55.11,2015-05-22
"GNC",46.87,1080919,46.87,2015-04-23
"GNC",47.17,501359,47.17,2015-04-24
"GNC",47.18,756658,47.18,2015-04-27
"GNC",47.41,1059744,47.41,2015-04-28
"GNC",46.91,2039715,46.91,2015-04-29
"GNC",43.05,7859720,43.05,2015-04-30
"GNC",43.71,2058950,43.71,2015-05-01
"GNC",44.47,1485857,44.47,2015-05-04
"GNC",44.73,1817783,44.73,2015-05-05
"GNC",44.28,1620214,44.28,2015-05-06
"GNC",44.3,1031874,44.3,2015-05-07
"GNC",44.3,987294,44.3,2015-05-08
"GNC",43.99,1126665,43.99,2015-05-11
"GNC",43.65,1144890,43.65,2015-05-12
"GNC",44.22,781704,44.22,2015-05-13
"GNC",43.93,554744,43.93,2015-05-14
"GNC",44.63,618866,44.63,2015-05-15
"GNC",45.05,1029856,45.05,2015-05-18
"GNC",44.76,864715,44.76,2015-05-19
"GNC",44.69,1284936,44.69,2015-05-20
"GNC",45.39,942302,45.39,2015-05-21
"GNC",46,1301632,46,2015-05-22
"GNCA",12.5,61580,12.5,2015-04-23
"GNCA",12.24,37821,12.24,2015-04-24
"GNCA",11.6,95804,11.6,2015-04-27
"GNCA",11.55,133780,11.55,2015-04-28
"GNCA",11.34,25560,11.34,2015-04-29
"GNCA",10.24,88080,10.24,2015-04-30
"GNCA",10.12,65287,10.12,2015-05-01
"GNCA",10.29,107077,10.29,2015-05-04
"GNCA",9.98,57623,9.98,2015-05-05
"GNCA",9.81,39150,9.81,2015-05-06
"GNCA",9.58,69018,9.58,2015-05-07
"GNCA",9.19,163441,9.19,2015-05-08
"GNCA",9.25,89888,9.25,2015-05-11
"GNCA",9.36,88237,9.36,2015-05-12
"GNCA",9.47,105151,9.47,2015-05-13
"GNCA",9.46,60703,9.46,2015-05-14
"GNCA",9.39,107643,9.39,2015-05-15
"GNCA",10.22,91556,10.22,2015-05-18
"GNCA",10.65,89382,10.65,2015-05-19
"GNCA",11.59,1073160,11.59,2015-05-20
"GNCA",10.97,299230,10.97,2015-05-21
"GNCA",10.92,82402,10.92,2015-05-22
"GNCMA",16.39,127533,16.39,2015-04-23
"GNCMA",16.84,185391,16.84,2015-04-24
"GNCMA",16.35,151449,16.35,2015-04-27
"GNCMA",16.7,133771,16.7,2015-04-28
"GNCMA",16.33,79887,16.33,2015-04-29
"GNCMA",15.86,144374,15.86,2015-04-30
"GNCMA",16.11,125431,16.11,2015-05-01
"GNCMA",15.8,159296,15.8,2015-05-04
"GNCMA",15.46,161500,15.46,2015-05-05
"GNCMA",15.35,214834,15.35,2015-05-06
"GNCMA",14.78,270797,14.78,2015-05-07
"GNCMA",15.44,192861,15.44,2015-05-08
"GNCMA",15.66,130517,15.66,2015-05-11
"GNCMA",16.13,167417,16.13,2015-05-12
"GNCMA",16.04,151948,16.04,2015-05-13
"GNCMA",16.3,172500,16.3,2015-05-14
"GNCMA",16.37,111013,16.37,2015-05-15
"GNCMA",16.39,124752,16.39,2015-05-18
"GNCMA",16.03,129789,16.03,2015-05-19
"GNCMA",16.01,119904,16.01,2015-05-20
"GNCMA",16.23,1175356,16.23,2015-05-21
"GNCMA",16.07,103656,16.07,2015-05-22
"GNE",10.67,79704,10.67,2015-04-23
"GNE",11.37,193522,11.37,2015-04-24
"GNE",11.27,229100,11.27,2015-04-27
"GNE",12.91,184010,12.91,2015-04-28
"GNE",13.88,297956,13.88,2015-04-29
"GNE",14.24,311042,14.24,2015-04-30
"GNE",12.74,181237,12.74,2015-05-01
"GNE",11.7,252655,11.7,2015-05-04
"GNE",12.5,201932,12.5,2015-05-05
"GNE",12.92,253464,12.92,2015-05-06
"GNE",13.44,170564,13.44,2015-05-07
"GNE",13.85,180276,13.85,2015-05-08
"GNE",14.02,88461,14.02,2015-05-11
"GNE",12.83,236419,12.83,2015-05-12
"GNE",11.62,248316,11.62,2015-05-13
"GNE",12.03,133721,12.03,2015-05-14
"GNE",12.01,111511,12.01,2015-05-15
"GNE",11.66,143214,11.66,2015-05-18
"GNE",11.74,160621,11.74,2015-05-19
"GNE",11.71,128304,11.71,2015-05-20
"GNE",11.78,102057,11.78,2015-05-21
"GNE",11.79,87329,11.79,2015-05-22
"GNMK",10.93,146656,10.93,2015-04-23
"GNMK",10.69,101109,10.69,2015-04-24
"GNMK",10.35,226811,10.35,2015-04-27
"GNMK",10.04,258497,10.04,2015-04-28
"GNMK",9.68,291420,9.68,2015-04-29
"GNMK",9.6,158501,9.6,2015-04-30
"GNMK",10.11,199620,10.11,2015-05-01
"GNMK",10.19,291409,10.19,2015-05-04
"GNMK",9.78,134561,9.78,2015-05-05
"GNMK",9.38,368150,9.38,2015-05-06
"GNMK",9.36,211143,9.36,2015-05-07
"GNMK",9.52,216296,9.52,2015-05-08
"GNMK",9.41,180034,9.41,2015-05-11
"GNMK",9.51,124902,9.51,2015-05-12
"GNMK",9.37,137280,9.37,2015-05-13
"GNMK",9.42,91092,9.42,2015-05-14
"GNMK",9.4,69436,9.4,2015-05-15
"GNMK",9.57,191155,9.57,2015-05-18
"GNMK",9.38,150421,9.38,2015-05-19
"GNMK",9.11,125356,9.11,2015-05-20
"GNMK",9.03,136194,9.03,2015-05-21
"GNMK",9.04,181899,9.04,2015-05-22
"GNRC",46,1109289,46,2015-04-23
"GNRC",46.15,760072,46.15,2015-04-24
"GNRC",46.31,891446,46.31,2015-04-27
"GNRC",47.06,730245,47.06,2015-04-28
"GNRC",46.49,589973,46.49,2015-04-29
"GNRC",41.69,4136885,41.69,2015-04-30
"GNRC",40,3211896,40,2015-05-01
"GNRC",39.62,2015410,39.62,2015-05-04
"GNRC",39.76,1136024,39.76,2015-05-05
"GNRC",39.9,854674,39.9,2015-05-06
"GNRC",40.29,856260,40.29,2015-05-07
"GNRC",41.16,870551,41.16,2015-05-08
"GNRC",41.39,778504,41.39,2015-05-11
"GNRC",41.4,615089,41.4,2015-05-12
"GNRC",41.73,393207,41.73,2015-05-13
"GNRC",42.79,1071847,42.79,2015-05-14
"GNRC",42.68,605302,42.68,2015-05-15
"GNRC",42.57,469906,42.57,2015-05-18
"GNRC",42.19,466020,42.19,2015-05-19
"GNRC",43.63,968416,43.63,2015-05-20
"GNRC",43.32,933537,43.32,2015-05-21
"GNRC",43,569421,43,2015-05-22
"GNTX",18.12,1369241,18.12,2015-04-23
"GNTX",17.94,1675014,17.94,2015-04-24
"GNTX",17.79,1567541,17.79,2015-04-27
"GNTX",17.78,1500773,17.78,2015-04-28
"GNTX",17.64,1652929,17.64,2015-04-29
"GNTX",17.35,1129508,17.35,2015-04-30
"GNTX",17.54,1042984,17.54,2015-05-01
"GNTX",17.52,881462,17.52,2015-05-04
"GNTX",17.3,827869,17.3,2015-05-05
"GNTX",17.34,1886038,17.34,2015-05-06
"GNTX",17.47,1551631,17.47,2015-05-07
"GNTX",17.47,2388418,17.47,2015-05-08
"GNTX",17.49,1638944,17.49,2015-05-11
"GNTX",17.47,616786,17.47,2015-05-12
"GNTX",17.38,1426430,17.38,2015-05-13
"GNTX",17.39,1267630,17.39,2015-05-14
"GNTX",17.5,1249718,17.5,2015-05-15
"GNTX",17.57,1147689,17.57,2015-05-18
"GNTX",17.43,1357039,17.43,2015-05-19
"GNTX",17.495,839902,17.495,2015-05-20
"GNTX",17.46,1224996,17.46,2015-05-21
"GNTX",17.4,1005395,17.4,2015-05-22
"GNW",7.96,6409483,7.96,2015-04-23
"GNW",7.86,5509637,7.86,2015-04-24
"GNW",7.89,6205313,7.89,2015-04-27
"GNW",7.99,9521449,7.99,2015-04-28
"GNW",8.92,23794746,8.92,2015-04-29
"GNW",8.79,14238385,8.79,2015-04-30
"GNW",9.03,10684304,9.03,2015-05-01
"GNW",9.15,6755026,9.15,2015-05-04
"GNW",8.64,20868003,8.64,2015-05-05
"GNW",8.33,9271852,8.33,2015-05-06
"GNW",8.25,9355800,8.25,2015-05-07
"GNW",8.28,4680387,8.28,2015-05-08
"GNW",8.4,7980653,8.4,2015-05-11
"GNW",8.18,6277398,8.18,2015-05-12
"GNW",8.03,9028792,8.03,2015-05-13
"GNW",7.98,7952307,7.98,2015-05-14
"GNW",7.91,6198394,7.91,2015-05-15
"GNW",8.03,4792328,8.03,2015-05-18
"GNW",7.9,7087249,7.9,2015-05-19
"GNW",7.73,9454645,7.73,2015-05-20
"GNW",7.78,6074520,7.78,2015-05-21
"GNW",7.93,4800849,7.93,2015-05-22
"GOGO",21.92,560089,21.92,2015-04-23
"GOGO",21.65,682999,21.65,2015-04-24
"GOGO",21.76,743175,21.76,2015-04-27
"GOGO",21.8,407798,21.8,2015-04-28
"GOGO",21.45,551096,21.45,2015-04-29
"GOGO",21.14,814872,21.14,2015-04-30
"GOGO",21.04,580855,21.04,2015-05-01
"GOGO",21.26,437491,21.26,2015-05-04
"GOGO",21.02,959703,21.02,2015-05-05
"GOGO",20.8,1261290,20.8,2015-05-06
"GOGO",20.05,1768775,20.05,2015-05-07
"GOGO",19.89,1056604,19.89,2015-05-08
"GOGO",20.57,1295046,20.57,2015-05-11
"GOGO",20.94,526329,20.94,2015-05-12
"GOGO",20.67,437299,20.67,2015-05-13
"GOGO",20.49,859619,20.49,2015-05-14
"GOGO",21.05,1396260,21.05,2015-05-15
"GOGO",21.31,696789,21.31,2015-05-18
"GOGO",21.03,603233,21.03,2015-05-19
"GOGO",22.01,1748892,22.01,2015-05-20
"GOGO",21.99,902259,21.99,2015-05-21
"GOGO",22.4,815259,22.4,2015-05-22
"GOLD",76.09,446558,76.09,2015-04-23
"GOLD",74.55,584388,74.55,2015-04-24
"GOLD",74.24,1008427,74.24,2015-04-27
"GOLD",77.39,863039,77.39,2015-04-28
"GOLD",77.94,1035906,77.94,2015-04-29
"GOLD",76.17,531811,76.17,2015-04-30
"GOLD",75.79,400821,75.79,2015-05-01
"GOLD",76.145,250560,76.145,2015-05-04
"GOLD",75.06,714190,75.06,2015-05-05
"GOLD",73.99,770521,73.99,2015-05-06
"GOLD",73.74,655940,73.74,2015-05-07
"GOLD",73.35,455305,73.35,2015-05-08
"GOLD",73.42,401363,73.42,2015-05-11
"GOLD",74,498066,74,2015-05-12
"GOLD",76.44,914384,76.44,2015-05-13
"GOLD",76.59,584473,76.59,2015-05-14
"GOLD",76.17,507066,76.17,2015-05-15
"GOLD",76.35,434485,76.35,2015-05-18
"GOLD",73.77,604796,73.77,2015-05-19
"GOLD",74.13,341876,74.13,2015-05-20
"GOLD",73.95,298526,73.95,2015-05-21
"GOLD",73.57,371953,73.57,2015-05-22
"GOOD",18.61,64660,18.61,2015-04-23
"GOOD",18.63,57292,18.63,2015-04-24
"GOOD",18.58,86600,18.58,2015-04-27
"GOOD",18.62,75946,18.62,2015-04-28
"GOOD",18.3,78393,18.3,2015-04-29
"GOOD",17.81,166262,17.81,2015-04-30
"GOOD",17.9,65780,17.9,2015-05-01
"GOOD",17.84,79026,17.84,2015-05-04
"GOOD",17.87,99813,17.87,2015-05-05
"GOOD",17.87,103814,17.87,2015-05-06
"GOOD",17.94,111932,17.94,2015-05-07
"GOOD",18.06,77973,18.06,2015-05-08
"GOOD",17.95,78365,17.95,2015-05-11
"GOOD",17.95,100649,17.95,2015-05-12
"GOOD",17.63,104589,17.63,2015-05-13
"GOOD",17.83,125953,17.83,2015-05-14
"GOOD",17.77,95822,17.77,2015-05-15
"GOOD",17.81,90151,17.81,2015-05-18
"GOOD",17.8,113951,17.8,2015-05-19
"GOOD",17.63,112343,17.63,2015-05-20
"GOOD",17.68,71706,17.68,2015-05-21
"GOOD",17.58,90520,17.58,2015-05-22
"GOOG",547,3622409,547,2015-04-23
"GOOG",565.06,4798130,565.06,2015-04-24
"GOOG",555.37,2382712,555.37,2015-04-27
"GOOG",553.68,1476836,553.68,2015-04-28
"GOOG",549.08,1684524,549.08,2015-04-29
"GOOG",537.34,2051821,537.34,2015-04-30
"GOOG",537.61,1739125,537.61,2015-05-01
"GOOG",540.78,1307960,540.78,2015-05-04
"GOOG",530.8,1383068,530.8,2015-05-05
"GOOG",524.22,1566987,524.22,2015-05-06
"GOOG",530.7,1546278,530.7,2015-05-07
"GOOG",538.22,1527615,538.22,2015-05-08
"GOOG",535.7,905285,535.7,2015-05-11
"GOOG",529.04,1634174,529.04,2015-05-12
"GOOG",529.62,1239567,529.62,2015-05-13
"GOOG",538.4,1403935,538.4,2015-05-14
"GOOG",533.85,1953022,533.85,2015-05-15
"GOOG",532.3,1993467,532.3,2015-05-18
"GOOG",537.36,1951626,537.36,2015-05-19
"GOOG",539.27,1411038,539.27,2015-05-20
"GOOG",542.87,1432863,542.87,2015-05-21
"GOOG",540.11,1165201,540.11,2015-05-22
"GOOGL",557.46,3170478,557.46,2015-04-23
"GOOGL",573.66,4578940,573.66,2015-04-24
"GOOGL",566.12,2383492,566.12,2015-04-27
"GOOGL",564.37,1843018,564.37,2015-04-28
"GOOGL",561.39,1669390,561.39,2015-04-29
"GOOGL",548.77,2322032,548.77,2015-04-30
"GOOGL",551.16,1713503,551.16,2015-05-01
"GOOGL",552.84,1762952,552.84,2015-05-04
"GOOGL",543.045,1426417,543.045,2015-05-05
"GOOGL",535.08,1951728,535.08,2015-05-06
"GOOGL",542.04,1592220,542.04,2015-05-07
"GOOGL",548.95,1411264,548.95,2015-05-08
"GOOGL",545.78,1092923,545.78,2015-05-11
"GOOGL",538.73,1764123,538.73,2015-05-12
"GOOGL",539.74,1190432,539.74,2015-05-13
"GOOGL",549.2,1586833,549.2,2015-05-14
"GOOGL",546.49,1657706,546.49,2015-05-15
"GOOGL",546.67,1242389,546.67,2015-05-18
"GOOGL",549.28,2344494,549.28,2015-05-19
"GOOGL",552.51,1524428,552.51,2015-05-20
"GOOGL",556.81,1682771,556.81,2015-05-21
"GOOGL",554.52,1184816,554.52,2015-05-22
"GORO",3.42,172839,3.42,2015-04-23
"GORO",3.38,259724,3.38,2015-04-24
"GORO",3.41,292853,3.41,2015-04-27
"GORO",3.47,554550,3.47,2015-04-28
"GORO",3.5,417439,3.5,2015-04-29
"GORO",3.37,323537,3.37,2015-04-30
"GORO",3.46,277425,3.46,2015-05-01
"GORO",3.39,248600,3.39,2015-05-04
"GORO",3.4,185369,3.4,2015-05-05
"GORO",3.27,401517,3.27,2015-05-06
"GORO",3.23,384309,3.23,2015-05-07
"GORO",3.34,236844,3.34,2015-05-08
"GORO",3.31,317224,3.31,2015-05-11
"GORO",3.32,313574,3.32,2015-05-12
"GORO",3.23,760787,3.23,2015-05-13
"GORO",3.28,330107,3.28,2015-05-14
"GORO",3.44,698321,3.44,2015-05-15
"GORO",3.32,402368,3.32,2015-05-18
"GORO",3.17,485107,3.17,2015-05-19
"GORO",3.09,371712,3.09,2015-05-20
"GORO",3.07,387836,3.07,2015-05-21
"GORO",3.11,424251,3.11,2015-05-22
"GOV",22.04,411753,22.04,2015-04-23
"GOV",22.05,405988,22.05,2015-04-24
"GOV",22.09,571001,22.09,2015-04-27
"GOV",22,634555,22,2015-04-28
"GOV",21.64,761281,21.64,2015-04-29
"GOV",20.84,2015684,20.84,2015-04-30
"GOV",20.46,1562365,20.46,2015-05-01
"GOV",20.22,1559807,20.22,2015-05-04
"GOV",19.6,2205800,19.6,2015-05-05
"GOV",19.58,1438340,19.58,2015-05-06
"GOV",19.77,827205,19.77,2015-05-07
"GOV",19.94,645332,19.94,2015-05-08
"GOV",19.71,704269,19.71,2015-05-11
"GOV",19.75,486773,19.75,2015-05-12
"GOV",19.62,1217016,19.62,2015-05-13
"GOV",19.91,515759,19.91,2015-05-14
"GOV",20.06,664163,20.06,2015-05-15
"GOV",19.96,668295,19.96,2015-05-18
"GOV",19.69,905295,19.69,2015-05-19
"GOV",19.89,577318,19.89,2015-05-20
"GOV",19.71,477064,19.71,2015-05-21
"GOV",19.62,462221,19.62,2015-05-22
"GPC",93.13,586757,93.13,2015-04-23
"GPC",91.99,455116,91.99,2015-04-24
"GPC",91.46,613366,91.46,2015-04-27
"GPC",91.34,584481,91.34,2015-04-28
"GPC",90.94,746157,90.94,2015-04-29
"GPC",89.85,1048297,89.85,2015-04-30
"GPC",91.47,692310,91.47,2015-05-01
"GPC",92.83,720127,92.83,2015-05-04
"GPC",91.81,508348,91.81,2015-05-05
"GPC",91.64,404912,91.64,2015-05-06
"GPC",92.59,455029,92.59,2015-05-07
"GPC",94.08,765482,94.08,2015-05-08
"GPC",94.21,1231812,94.21,2015-05-11
"GPC",94.01,696757,94.01,2015-05-12
"GPC",92.69,943558,92.69,2015-05-13
"GPC",94.04,690300,94.04,2015-05-14
"GPC",93.84,1249707,93.84,2015-05-15
"GPC",93.76,387578,93.76,2015-05-18
"GPC",93.7,389149,93.7,2015-05-19
