"name","Closing price","Volume","Adjusted closing price","date"
"AMBC",23.9,609221,23.9,2015-04-27
"AMBC",23.91,366914,23.91,2015-04-28
"AMBC",23.93,299215,23.93,2015-04-29
"AMBC",23.01,700491,23.01,2015-04-30
"AMBC",23.08,350861,23.08,2015-05-01
"AMBC",22.9,258618,22.9,2015-05-04
"AMBC",21.94,465533,21.94,2015-05-05
"AMBC",22.45,499325,22.45,2015-05-06
"AMBC",22.55,363958,22.55,2015-05-07
"AMBC",22.735,371997,22.735,2015-05-08
"AMBC",22.75,713853,22.75,2015-05-11
"AMBC",24.2,696051,24.2,2015-05-12
"AMBC",24.37,426417,24.37,2015-05-13
"AMBC",24.32,315967,24.32,2015-05-14
"AMBC",25.32,600274,25.32,2015-05-15
"AMBC",25.26,392257,25.26,2015-05-18
"AMBC",24.76,376290,24.76,2015-05-19
"AMBC",23.97,261042,23.97,2015-05-20
"AMBC",23.65,155125,23.65,2015-05-21
"AMBC",23.72,190035,23.72,2015-05-22
"AMBR",9.1,32071,9.1,2015-04-23
"AMBR",9.02,24840,9.02,2015-04-24
"AMBR",8.99,28739,8.99,2015-04-27
"AMBR",9.06,18834,9.06,2015-04-28
"AMBR",8.96,17903,8.96,2015-04-29
"AMBR",8.76,39156,8.76,2015-04-30
"AMBR",8.8,15508,8.8,2015-05-01
"AMBR",9.38,64321,9.38,2015-05-04
"AMBR",9.29,40433,9.29,2015-05-05
"AMBR",9.32,187151,9.32,2015-05-06
"AMBR",9.13,49887,9.13,2015-05-07
"AMBR",7.93,406629,7.93,2015-05-08
"AMBR",7.79,109459,7.79,2015-05-11
"AMBR",7.85,118361,7.85,2015-05-12
"AMBR",7.47,73753,7.47,2015-05-13
"AMBR",7.56,59423,7.56,2015-05-14
"AMBR",7.49,113268,7.49,2015-05-15
"AMBR",7.38,78865,7.38,2015-05-18
"AMBR",7.29,56755,7.29,2015-05-19
"AMBR",7.09,147890,7.09,2015-05-20
"AMBR",6.99,192960,6.99,2015-05-21
"AMBR",7.02,280444,7.02,2015-05-22
"AMC",32.97,178302,32.97,2015-04-23
"AMC",32.87,138805,32.87,2015-04-24
"AMC",32.04,382315,32.04,2015-04-27
"AMC",32.38,427467,32.38,2015-04-28
"AMC",32.5,243483,32.5,2015-04-29
"AMC",30.06,1003596,30.06,2015-04-30
"AMC",30.75,426486,30.75,2015-05-01
"AMC",30.49,409065,30.49,2015-05-04
"AMC",29.97,296738,29.97,2015-05-05
"AMC",29.54,197367,29.54,2015-05-06
"AMC",29.83,291624,29.83,2015-05-07
"AMC",29.66,155031,29.66,2015-05-08
"AMC",29.97,175814,29.97,2015-05-11
"AMC",29.01,247138,29.01,2015-05-12
"AMC",29.39,173366,29.39,2015-05-13
"AMC",29.46,392164,29.46,2015-05-14
"AMC",29.11,200644,29.11,2015-05-15
"AMC",29.9,225468,29.9,2015-05-18
"AMC",29.4,173428,29.4,2015-05-19
"AMC",29.46,121369,29.46,2015-05-20
"AMC",29.37,141942,29.37,2015-05-21
"AMC",29.6,169931,29.6,2015-05-22
"AMCC",5.1,255209,5.1,2015-04-23
"AMCC",5.01,873224,5.01,2015-04-24
"AMCC",5.02,572772,5.02,2015-04-27
"AMCC",5.15,737082,5.15,2015-04-28
"AMCC",5.35,2147650,5.35,2015-04-29
"AMCC",5.37,2280164,5.37,2015-04-30
"AMCC",5.41,1620323,5.41,2015-05-01
"AMCC",5.66,1155167,5.66,2015-05-04
"AMCC",5.54,930834,5.54,2015-05-05
"AMCC",5.57,582542,5.57,2015-05-06
"AMCC",5.72,634457,5.72,2015-05-07
"AMCC",5.65,568479,5.65,2015-05-08
"AMCC",5.61,404833,5.61,2015-05-11
"AMCC",5.55,405159,5.55,2015-05-12
"AMCC",5.47,430139,5.47,2015-05-13
"AMCC",5.5,610472,5.5,2015-05-14
"AMCC",6.11,1527968,6.11,2015-05-15
"AMCC",6.12,1391143,6.12,2015-05-18
"AMCC",5.94,797818,5.94,2015-05-19
"AMCC",6.01,681203,6.01,2015-05-20
"AMCC",6.05,1018321,6.05,2015-05-21
"AMCC",6.41,998048,6.41,2015-05-22
"AMCX",76.62,567608,76.62,2015-04-23
"AMCX",76.75,311422,76.75,2015-04-24
"AMCX",75.76,380326,75.76,2015-04-27
"AMCX",76.63,393520,76.63,2015-04-28
"AMCX",76.655,401623,76.655,2015-04-29
"AMCX",75.44,627169,75.44,2015-04-30
"AMCX",76.3,795184,76.3,2015-05-01
"AMCX",80.02,1957918,80.02,2015-05-04
"AMCX",79.82,1141583,79.82,2015-05-05
"AMCX",78.88,731531,78.88,2015-05-06
"AMCX",76.75,955490,76.75,2015-05-07
"AMCX",76.25,717066,76.25,2015-05-08
"AMCX",75.58,620303,75.58,2015-05-11
"AMCX",74.95,534521,74.95,2015-05-12
"AMCX",74.7,489247,74.7,2015-05-13
"AMCX",75.03,478602,75.03,2015-05-14
"AMCX",76.57,629876,76.57,2015-05-15
"AMCX",76.91,421377,76.91,2015-05-18
"AMCX",76.26,630678,76.26,2015-05-19
"AMCX",77.15,576959,77.15,2015-05-20
"AMCX",77.5,404779,77.5,2015-05-21
"AMCX",77.5,302972,77.5,2015-05-22
"AMD",2.33,15047946,2.33,2015-04-23
"AMD",2.305,14980508,2.305,2015-04-24
"AMD",2.34,13224041,2.34,2015-04-27
"AMD",2.31,11420004,2.31,2015-04-28
"AMD",2.28,11861997,2.28,2015-04-29
"AMD",2.26,11328685,2.26,2015-04-30
"AMD",2.31,11642788,2.31,2015-05-01
"AMD",2.31,9670083,2.31,2015-05-04
"AMD",2.28,12371555,2.28,2015-05-05
"AMD",2.29,18492059,2.29,2015-05-06
"AMD",2.32,15015605,2.32,2015-05-07
"AMD",2.31,9758803,2.31,2015-05-08
"AMD",2.32,10046911,2.32,2015-05-11
"AMD",2.35,10017533,2.35,2015-05-12
"AMD",2.37,7226445,2.37,2015-05-13
"AMD",2.33,8865090,2.33,2015-05-14
"AMD",2.32,8001226,2.32,2015-05-15
"AMD",2.35,4661880,2.35,2015-05-18
"AMD",2.28,9561619,2.28,2015-05-19
"AMD",2.32,6799465,2.32,2015-05-20
"AMD",2.28,7102967,2.28,2015-05-21
"AMD",2.28,12810732,2.28,2015-05-22
"AME",52.69,705882,52.69,2015-04-23
"AME",52.33,457847,52.33,2015-04-24
"AME",52.25,927910,52.25,2015-04-27
"AME",52.31,1116723,52.31,2015-04-28
"AME",52.4,1853744,52.4,2015-04-29
"AME",52.42,2193596,52.42,2015-04-30
"AME",52.73,1078758,52.73,2015-05-01
"AME",53.28,1346117,53.28,2015-05-04
"AME",52.88,1564728,52.88,2015-05-05
"AME",52.27,1255788,52.27,2015-05-06
"AME",52.29,775046,52.29,2015-05-07
"AME",52.91,762822,52.91,2015-05-08
"AME",52.87,709376,52.87,2015-05-11
"AME",53.29,1227819,53.29,2015-05-12
"AME",54.34,1995219,54.34,2015-05-13
"AME",55.22,1064180,55.22,2015-05-14
"AME",55.38,1408981,55.38,2015-05-15
"AME",55.38,1467600,55.38,2015-05-18
"AME",54.96,670184,54.96,2015-05-19
"AME",54.94,744095,54.94,2015-05-20
"AME",54.95,640875,54.95,2015-05-21
"AME",54.75,704726,54.75,2015-05-22
"AMED",26.82,154035,26.82,2015-04-23
"AMED",26.82,107497,26.82,2015-04-24
"AMED",25.42,183744,25.42,2015-04-27
"AMED",26.23,163157,26.23,2015-04-28
"AMED",27.86,434557,27.86,2015-04-29
"AMED",27.81,392473,27.81,2015-04-30
"AMED",27.35,202692,27.35,2015-05-01
"AMED",27.68,338891,27.68,2015-05-04
"AMED",27.9,325050,27.9,2015-05-05
"AMED",27.79,244294,27.79,2015-05-06
"AMED",27.78,290668,27.78,2015-05-07
"AMED",27.99,175373,27.99,2015-05-08
"AMED",28.44,167115,28.44,2015-05-11
"AMED",28.3,193198,28.3,2015-05-12
"AMED",28.03,165229,28.03,2015-05-13
"AMED",28.53,143302,28.53,2015-05-14
"AMED",28.49,116946,28.49,2015-05-15
"AMED",28.79,149283,28.79,2015-05-18
"AMED",28.85,165565,28.85,2015-05-19
"AMED",29.25,144669,29.25,2015-05-20
"AMED",28.99,98549,28.99,2015-05-21
"AMED",28.98,151969,28.98,2015-05-22
"AMG",222.18,198118,222.18,2015-04-23
"AMG",222.35,264958,222.35,2015-04-24
"AMG",222.69,432531,222.69,2015-04-27
"AMG",228.02,530375,228.02,2015-04-28
"AMG",225.4,834721,225.4,2015-04-29
"AMG",226.13,683044,226.13,2015-04-30
"AMG",226.45,414658,226.45,2015-05-01
"AMG",226.79,284420,226.79,2015-05-04
"AMG",223.71,545488,223.71,2015-05-05
"AMG",220.92,390652,220.92,2015-05-06
"AMG",221.54,333835,221.54,2015-05-07
"AMG",223.47,425156,223.47,2015-05-08
"AMG",223.04,283813,223.04,2015-05-11
"AMG",221,258778,221,2015-05-12
"AMG",220.96,437471,220.96,2015-05-13
"AMG",223.37,241645,223.37,2015-05-14
"AMG",222.4,249116,222.4,2015-05-15
"AMG",224.8,225203,224.8,2015-05-18
"AMG",224.34,228278,224.34,2015-05-19
"AMG",225.71,283716,225.71,2015-05-20
"AMG",225.46,194811,225.46,2015-05-21
"AMG",224.88,150923,224.88,2015-05-22
"AMGN",169.17,3639359,169.17,2015-04-23
"AMGN",167.99,2487168,167.99,2015-04-24
"AMGN",162.38,4324564,162.38,2015-04-27
"AMGN",162.53,4237658,162.53,2015-04-28
"AMGN",160.98,2889640,160.98,2015-04-29
"AMGN",157.91,4361918,157.91,2015-04-30
